airline,airline_sentiment
Southwest,positive
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,positive
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,positive
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,positive
Southwest,positive
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,positive
Southwest,neutral
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,positive
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,neutral
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,neutral
Southwest,positive
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,positive
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,negative
Southwest,neutral
Southwest,negative
Southwest,negative
Southwest,positive
Southwest,negative
Delta,neutral
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,positive
Delta,neutral
Delta,neutral
Delta,negative
Delta,negative
Delta,neutral
Delta,neutral
Delta,negative
Delta,negative
Delta,neutral
Delta,positive
Delta,positive
Delta,positive
Delta,negative
Delta,negative
Delta,neutral
Delta,positive
Delta,negative
Delta,positive
Delta,negative
Delta,negative
Delta,positive
Delta,neutral
Delta,neutral
Delta,neutral
Delta,positive
Delta,neutral
Delta,neutral
Delta,positive
Delta,positive
Delta,neutral
Delta,neutral
Delta,negative
Delta,neutral
Delta,positive
Delta,negative
Delta,positive
Delta,positive
Delta,positive
Delta,neutral
Delta,positive
Delta,positive
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,positive
Delta,neutral
Delta,positive
Delta,positive
Delta,positive
Delta,neutral
Delta,neutral
Delta,positive
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,positive
Delta,positive
Delta,negative
Delta,positive
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,neutral
Delta,positive
Delta,neutral
Delta,negative
Delta,negative
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,negative
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,negative
Delta,neutral
Delta,neutral
Delta,negative
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,positive
Delta,positive
Delta,neutral
Delta,neutral
Delta,positive
Delta,neutral
Delta,negative
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,negative
Delta,neutral
Delta,positive
Delta,neutral
Delta,neutral
Delta,negative
Delta,negative
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,positive
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,positive
Delta,negative
Delta,neutral
Delta,negative
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,positive
Delta,neutral
Delta,neutral
Delta,negative
Delta,positive
Delta,neutral
Delta,negative
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,positive
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,negative
Delta,neutral
Delta,negative
Delta,neutral
Delta,neutral
Delta,neutral
Delta,negative
Delta,neutral
Delta,neutral
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,neutral
Delta,positive
Delta,neutral
Delta,neutral
Delta,negative
Delta,neutral
Delta,positive
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,positive
Delta,negative
Delta,negative
Delta,neutral
Delta,neutral
Delta,neutral
Delta,negative
Delta,neutral
Delta,negative
Delta,neutral
Delta,neutral
Delta,neutral
Delta,negative
Delta,neutral
Delta,neutral
Delta,negative
Delta,positive
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,positive
Delta,neutral
Delta,negative
Delta,neutral
Delta,neutral
Delta,positive
Delta,neutral
Delta,negative
Delta,neutral
Delta,neutral
Delta,positive
Delta,negative
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,negative
Delta,neutral
Delta,positive
Delta,positive
Delta,positive
Delta,positive
Delta,positive
Delta,neutral
Delta,neutral
Delta,positive
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,neutral
Delta,positive
Delta,neutral
Delta,neutral
Delta,positive
Delta,neutral
Delta,neutral
Delta,positive
Delta,neutral
Delta,neutral
Delta,positive
Delta,positive
Delta,positive
Delta,negative
Delta,positive
Delta,negative
Delta,positive
Delta,neutral
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,positive
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,positive
Delta,negative
Delta,negative
Delta,positive
Delta,positive
Delta,negative
Delta,negative
Delta,negative
Delta,positive
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,positive
Delta,neutral
Delta,negative
Delta,negative
Delta,positive
Delta,negative
Delta,negative
Delta,positive
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,positive
Delta,positive
Delta,negative
Delta,negative
Delta,negative
Delta,positive
Delta,positive
Delta,negative
Delta,positive
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,neutral
Delta,positive
Delta,neutral
Delta,positive
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,positive
Delta,negative
Delta,positive
Delta,neutral
Delta,neutral
Delta,positive
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,positive
Delta,neutral
Delta,negative
Delta,neutral
Delta,negative
Delta,neutral
Delta,neutral
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,positive
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,neutral
Delta,positive
Delta,neutral
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,positive
Delta,positive
Delta,positive
Delta,negative
Delta,neutral
Delta,negative
Delta,neutral
Delta,positive
Delta,positive
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,positive
Delta,negative
Delta,positive
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,positive
Delta,negative
Delta,positive
Delta,negative
Delta,positive
Delta,neutral
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,positive
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,neutral
Delta,positive
Delta,neutral
Delta,neutral
Delta,negative
Delta,positive
Delta,negative
Delta,positive
Delta,negative
Delta,negative
Delta,positive
Delta,negative
Delta,neutral
Delta,negative
Delta,neutral
Delta,negative
Delta,neutral
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,positive
Delta,positive
Delta,positive
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,positive
Delta,positive
Delta,positive
Delta,negative
Delta,neutral
Delta,neutral
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,positive
Delta,negative
Delta,positive
Delta,negative
Delta,negative
Delta,neutral
Delta,positive
Delta,negative
Delta,neutral
Delta,positive
Delta,neutral
Delta,neutral
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,neutral
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,positive
Delta,positive
Delta,neutral
Delta,positive
Delta,positive
Delta,neutral
Delta,neutral
Delta,positive
Delta,neutral
Delta,neutral
Delta,neutral
Delta,positive
Delta,positive
Delta,negative
Delta,positive
Delta,positive
Delta,positive
Delta,positive
Delta,neutral
Delta,neutral
Delta,neutral
Delta,positive
Delta,positive
Delta,negative
Delta,neutral
Delta,neutral
Delta,negative
Delta,neutral
Delta,negative
Delta,neutral
Delta,neutral
Delta,negative
Delta,negative
Delta,positive
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,positive
Delta,positive
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,positive
Delta,negative
Delta,negative
Delta,positive
Delta,neutral
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,neutral
Delta,negative
Delta,positive
Delta,positive
Delta,neutral
Delta,neutral
Delta,positive
Delta,positive
Delta,positive
Delta,positive
Delta,neutral
Delta,positive
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,neutral
Delta,neutral
Delta,positive
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,positive
Delta,negative
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,negative
Delta,neutral
Delta,negative
Delta,neutral
Delta,negative
Delta,positive
Delta,positive
Delta,neutral
Delta,positive
Delta,neutral
Delta,positive
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,positive
Delta,positive
Delta,negative
Delta,neutral
Delta,positive
Delta,positive
Delta,positive
Delta,negative
Delta,neutral
Delta,neutral
Delta,negative
Delta,neutral
Delta,neutral
Delta,negative
Delta,positive
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,positive
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,positive
Delta,positive
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,neutral
Delta,positive
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,negative
Delta,neutral
Delta,negative
Delta,positive
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,neutral
Delta,positive
Delta,neutral
Delta,neutral
Delta,negative
Delta,negative
Delta,neutral
Delta,neutral
Delta,positive
Delta,positive
Delta,positive
Delta,neutral
Delta,negative
Delta,positive
Delta,neutral
Delta,positive
Delta,neutral
Delta,positive
Delta,neutral
Delta,positive
Delta,neutral
Delta,neutral
Delta,positive
Delta,positive
Delta,neutral
Delta,neutral
Delta,negative
Delta,positive
Delta,positive
Delta,positive
Delta,neutral
Delta,neutral
Delta,neutral
Delta,positive
Delta,neutral
Delta,negative
Delta,negative
Delta,positive
Delta,negative
Delta,neutral
Delta,negative
Delta,positive
Delta,neutral
Delta,neutral
Delta,neutral
Delta,positive
Delta,positive
Delta,neutral
Delta,neutral
Delta,neutral
Delta,negative
Delta,negative
Delta,positive
Delta,neutral
Delta,negative
Delta,neutral
Delta,negative
Delta,negative
Delta,neutral
Delta,negative
Delta,positive
Delta,positive
Delta,positive
Delta,neutral
Delta,neutral
Delta,neutral
Delta,positive
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,neutral
Delta,neutral
Delta,neutral
Delta,neutral
Delta,negative
Delta,neutral
Delta,neutral
Delta,negative
Delta,positive
Delta,positive
Delta,positive
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,positive
Delta,positive
Delta,negative
Delta,negative
Delta,neutral
Delta,neutral
Delta,neutral
Delta,positive
Delta,positive
Delta,positive
Delta,positive
Delta,neutral
Delta,negative
Delta,positive
Delta,negative
Delta,neutral
Delta,positive
Delta,neutral
Delta,positive
Delta,positive
Delta,neutral
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,negative
Delta,positive
Delta,negative
Delta,positive
Delta,neutral
Delta,neutral
Delta,positive
Delta,neutral
Delta,negative
Delta,negative
Delta,neutral
Delta,positive
Delta,neutral
